Sample in Buffer,Sample in Window,TRIGGER,npu_irq,npu_irq_latched,npu_array_clk_en,cpu_halted,debug_resetn,ram_write_beats[31:0],ram_read_beats[31:0],cycle_counter[31:0],dma_active_cycles[31:0],dma_data_cycles[31:0],dma_read_beats[31:0],dma_write_beats[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
575,575,0,1,1,0,0,1,00000015,0000008d,0000022f,0000001c,00000018,00000008,00000010
576,576,0,1,1,0,0,1,00000015,0000008d,00000230,0000001c,00000018,00000008,00000010
577,577,0,1,1,0,0,1,00000015,0000008e,00000231,0000001c,00000018,00000008,00000010
578,578,0,1,1,0,0,1,00000015,0000008e,00000232,0000001c,00000018,00000008,00000010
579,579,0,1,1,0,0,1,00000015,0000008e,00000233,0000001c,00000018,00000008,00000010
580,580,0,1,1,0,0,1,00000015,0000008e,00000234,0000001c,00000018,00000008,00000010
581,581,0,1,1,0,0,1,00000015,0000008f,00000235,0000001c,00000018,00000008,00000010
582,582,0,1,1,0,0,1,00000015,0000008f,00000236,0000001c,00000018,00000008,00000010
583,583,0,1,1,0,0,1,00000015,0000008f,00000237,0000001c,00000018,00000008,00000010
584,584,0,1,1,0,0,1,00000015,00000090,00000238,0000001c,00000018,00000008,00000010
585,585,0,1,1,0,0,1,00000015,00000090,00000239,0000001c,00000018,00000008,00000010
586,586,0,1,1,0,0,1,00000015,00000090,0000023a,0000001c,00000018,00000008,00000010
587,587,0,1,1,0,0,1,00000015,00000090,0000023b,0000001c,00000018,00000008,00000010
588,588,0,1,1,0,0,1,00000015,00000091,0000023c,0000001c,00000018,00000008,00000010
589,589,0,1,1,0,0,1,00000015,00000091,0000023d,0000001c,00000018,00000008,00000010
590,590,0,1,1,0,0,1,00000015,00000091,0000023e,0000001c,00000018,00000008,00000010
591,591,0,1,1,0,0,1,00000015,00000092,0000023f,0000001c,00000018,00000008,00000010
592,592,0,1,1,0,0,1,00000015,00000092,00000240,0000001c,00000018,00000008,00000010
593,593,0,1,1,0,0,1,00000015,00000092,00000241,0000001c,00000018,00000008,00000010
594,594,0,1,1,0,0,1,00000015,00000092,00000242,0000001c,00000018,00000008,00000010
595,595,0,1,1,0,0,1,00000015,00000093,00000243,0000001c,00000018,00000008,00000010
596,596,0,1,1,0,0,1,00000015,00000093,00000244,0000001c,00000018,00000008,00000010
597,597,0,1,1,0,0,1,00000015,00000093,00000245,0000001c,00000018,00000008,00000010
598,598,0,1,1,0,0,1,00000015,00000094,00000246,0000001c,00000018,00000008,00000010
599,599,0,1,1,0,0,1,00000015,00000094,00000247,0000001c,00000018,00000008,00000010
600,600,0,1,1,0,0,1,00000015,00000094,00000248,0000001c,00000018,00000008,00000010
601,601,0,1,1,0,0,1,00000015,00000094,00000249,0000001c,00000018,00000008,00000010
602,602,0,1,1,0,0,1,00000015,00000095,0000024a,0000001c,00000018,00000008,00000010
603,603,0,1,1,0,0,1,00000015,00000095,0000024b,0000001c,00000018,00000008,00000010
604,604,0,1,1,0,0,1,00000015,00000095,0000024c,0000001c,00000018,00000008,00000010
605,605,0,1,1,0,0,1,00000015,00000096,0000024d,0000001c,00000018,00000008,00000010
606,606,0,1,1,0,0,1,00000015,00000096,0000024e,0000001c,00000018,00000008,00000010
607,607,0,1,1,0,0,1,00000015,00000096,0000024f,0000001c,00000018,00000008,00000010
608,608,0,1,1,0,0,1,00000015,00000096,00000250,0000001c,00000018,00000008,00000010
609,609,0,1,1,0,0,1,00000015,00000097,00000251,0000001c,00000018,00000008,00000010
610,610,0,1,1,0,0,1,00000015,00000097,00000252,0000001c,00000018,00000008,00000010
611,611,0,1,1,0,0,1,00000015,00000097,00000253,0000001c,00000018,00000008,00000010
612,612,0,1,1,0,0,1,00000015,00000098,00000254,0000001c,00000018,00000008,00000010
613,613,0,1,1,0,0,1,00000015,00000098,00000255,0000001c,00000018,00000008,00000010
614,614,0,1,1,0,0,1,00000015,00000098,00000256,0000001c,00000018,00000008,00000010
615,615,0,1,1,0,0,1,00000015,00000098,00000257,0000001c,00000018,00000008,00000010
616,616,0,1,1,0,0,1,00000015,00000099,00000258,0000001c,00000018,00000008,00000010
617,617,0,1,1,0,0,1,00000015,00000099,00000259,0000001c,00000018,00000008,00000010
618,618,0,1,1,0,0,1,00000015,00000099,0000025a,0000001c,00000018,00000008,00000010
619,619,0,1,1,0,0,1,00000015,0000009a,0000025b,0000001c,00000018,00000008,00000010
620,620,0,1,1,0,0,1,00000015,0000009a,0000025c,0000001c,00000018,00000008,00000010
621,621,0,1,1,0,0,1,00000015,0000009a,0000025d,0000001c,00000018,00000008,00000010
622,622,0,1,1,0,0,1,00000015,0000009a,0000025e,0000001c,00000018,00000008,00000010
623,623,0,1,1,0,0,1,00000015,0000009b,0000025f,0000001c,00000018,00000008,00000010
624,624,0,1,1,0,0,1,00000015,0000009b,00000260,0000001c,00000018,00000008,00000010
625,625,0,1,1,0,0,1,00000015,0000009b,00000261,0000001c,00000018,00000008,00000010
626,626,0,1,1,0,0,1,00000015,0000009c,00000262,0000001c,00000018,00000008,00000010
627,627,0,1,1,0,0,1,00000015,0000009c,00000263,0000001c,00000018,00000008,00000010
628,628,0,1,1,0,0,1,00000015,0000009c,00000264,0000001c,00000018,00000008,00000010
629,629,0,1,1,0,0,1,00000015,0000009c,00000265,0000001c,00000018,00000008,00000010
630,630,0,1,1,0,0,1,00000015,0000009d,00000266,0000001c,00000018,00000008,00000010
631,631,0,1,1,0,0,1,00000015,0000009d,00000267,0000001c,00000018,00000008,00000010
632,632,0,1,1,0,0,1,00000015,0000009d,00000268,0000001c,00000018,00000008,00000010
633,633,0,1,1,0,0,1,00000015,0000009e,00000269,0000001c,00000018,00000008,00000010
634,634,0,1,1,0,0,1,00000015,0000009e,0000026a,0000001c,00000018,00000008,00000010
635,635,0,1,1,0,0,1,00000015,0000009e,0000026b,0000001c,00000018,00000008,00000010
636,636,0,1,1,0,0,1,00000015,0000009e,0000026c,0000001c,00000018,00000008,00000010
637,637,0,1,1,0,0,1,00000015,0000009f,0000026d,0000001c,00000018,00000008,00000010
638,638,0,1,1,0,0,1,00000015,0000009f,0000026e,0000001c,00000018,00000008,00000010
639,639,0,1,1,0,0,1,00000015,0000009f,0000026f,0000001c,00000018,00000008,00000010
640,640,0,1,1,0,0,1,00000015,000000a0,00000270,0000001c,00000018,00000008,00000010
641,641,0,1,1,0,0,1,00000015,000000a0,00000271,0000001c,00000018,00000008,00000010
642,642,0,1,1,0,0,1,00000015,000000a0,00000272,0000001c,00000018,00000008,00000010
643,643,0,1,1,0,0,1,00000015,000000a0,00000273,0000001c,00000018,00000008,00000010
644,644,0,1,1,0,0,1,00000015,000000a1,00000274,0000001c,00000018,00000008,00000010
645,645,0,1,1,0,0,1,00000015,000000a1,00000275,0000001c,00000018,00000008,00000010
646,646,0,1,1,0,0,1,00000015,000000a1,00000276,0000001c,00000018,00000008,00000010
647,647,0,1,1,0,0,1,00000015,000000a2,00000277,0000001c,00000018,00000008,00000010
648,648,0,1,1,0,0,1,00000015,000000a2,00000278,0000001c,00000018,00000008,00000010
649,649,0,1,1,0,0,1,00000015,000000a2,00000279,0000001c,00000018,00000008,00000010
650,650,0,1,1,0,0,1,00000015,000000a2,0000027a,0000001c,00000018,00000008,00000010
651,651,0,1,1,0,0,1,00000015,000000a3,0000027b,0000001c,00000018,00000008,00000010
652,652,0,1,1,0,0,1,00000015,000000a3,0000027c,0000001c,00000018,00000008,00000010
653,653,0,1,1,0,0,1,00000015,000000a3,0000027d,0000001c,00000018,00000008,00000010
654,654,0,1,1,0,0,1,00000015,000000a4,0000027e,0000001c,00000018,00000008,00000010
655,655,0,1,1,0,0,1,00000015,000000a4,0000027f,0000001c,00000018,00000008,00000010
656,656,0,1,1,0,0,1,00000015,000000a4,00000280,0000001c,00000018,00000008,00000010
657,657,0,1,1,0,0,1,00000015,000000a4,00000281,0000001c,00000018,00000008,00000010
658,658,0,1,1,0,0,1,00000015,000000a5,00000282,0000001c,00000018,00000008,00000010
659,659,0,1,1,0,0,1,00000015,000000a5,00000283,0000001c,00000018,00000008,00000010
660,660,0,1,1,0,0,1,00000015,000000a5,00000284,0000001c,00000018,00000008,00000010
661,661,0,1,1,0,0,1,00000015,000000a6,00000285,0000001c,00000018,00000008,00000010
662,662,0,1,1,0,0,1,00000015,000000a6,00000286,0000001c,00000018,00000008,00000010
663,663,0,1,1,0,0,1,00000015,000000a6,00000287,0000001c,00000018,00000008,00000010
664,664,0,1,1,0,0,1,00000015,000000a6,00000288,0000001c,00000018,00000008,00000010
665,665,0,1,1,0,0,1,00000015,000000a7,00000289,0000001c,00000018,00000008,00000010
666,666,0,1,1,0,0,1,00000015,000000a7,0000028a,0000001c,00000018,00000008,00000010
667,667,0,1,1,0,0,1,00000015,000000a7,0000028b,0000001c,00000018,00000008,00000010
668,668,0,1,1,0,0,1,00000015,000000a8,0000028c,0000001c,00000018,00000008,00000010
669,669,0,1,1,0,0,1,00000015,000000a8,0000028d,0000001c,00000018,00000008,00000010
670,670,0,1,1,0,0,1,00000015,000000a8,0000028e,0000001c,00000018,00000008,00000010
671,671,0,1,1,0,0,1,00000015,000000a8,0000028f,0000001c,00000018,00000008,00000010
672,672,0,1,1,0,0,1,00000015,000000a9,00000290,0000001c,00000018,00000008,00000010
673,673,0,1,1,0,0,1,00000015,000000a9,00000291,0000001c,00000018,00000008,00000010
674,674,0,1,1,0,0,1,00000015,000000a9,00000292,0000001c,00000018,00000008,00000010
675,675,0,1,1,0,0,1,00000015,000000aa,00000293,0000001c,00000018,00000008,00000010
676,676,0,1,1,0,0,1,00000015,000000aa,00000294,0000001c,00000018,00000008,00000010
677,677,0,1,1,0,0,1,00000015,000000aa,00000295,0000001c,00000018,00000008,00000010
678,678,0,1,1,0,0,1,00000015,000000aa,00000296,0000001c,00000018,00000008,00000010
679,679,0,1,1,0,0,1,00000015,000000ab,00000297,0000001c,00000018,00000008,00000010
680,680,0,1,1,0,0,1,00000015,000000ab,00000298,0000001c,00000018,00000008,00000010
681,681,0,1,1,0,0,1,00000015,000000ab,00000299,0000001c,00000018,00000008,00000010
682,682,0,1,1,0,0,1,00000015,000000ac,0000029a,0000001c,00000018,00000008,00000010
683,683,0,1,1,0,0,1,00000015,000000ac,0000029b,0000001c,00000018,00000008,00000010
684,684,0,1,1,0,0,1,00000015,000000ac,0000029c,0000001c,00000018,00000008,00000010
685,685,0,1,1,0,0,1,00000015,000000ac,0000029d,0000001c,00000018,00000008,00000010
686,686,0,1,1,0,0,1,00000015,000000ad,0000029e,0000001c,00000018,00000008,00000010
687,687,0,1,1,0,0,1,00000015,000000ad,0000029f,0000001c,00000018,00000008,00000010
688,688,0,1,1,0,0,1,00000015,000000ad,000002a0,0000001c,00000018,00000008,00000010
689,689,0,1,1,0,0,1,00000015,000000ae,000002a1,0000001c,00000018,00000008,00000010
690,690,0,1,1,0,0,1,00000015,000000ae,000002a2,0000001c,00000018,00000008,00000010
691,691,0,1,1,0,0,1,00000015,000000ae,000002a3,0000001c,00000018,00000008,00000010
692,692,0,1,1,0,0,1,00000015,000000ae,000002a4,0000001c,00000018,00000008,00000010
693,693,0,1,1,0,0,1,00000015,000000af,000002a5,0000001c,00000018,00000008,00000010
694,694,0,1,1,0,0,1,00000015,000000af,000002a6,0000001c,00000018,00000008,00000010
695,695,0,1,1,0,0,1,00000015,000000af,000002a7,0000001c,00000018,00000008,00000010
696,696,0,1,1,0,0,1,00000015,000000b0,000002a8,0000001c,00000018,00000008,00000010
697,697,0,1,1,0,0,1,00000015,000000b0,000002a9,0000001c,00000018,00000008,00000010
698,698,0,1,1,0,0,1,00000015,000000b0,000002aa,0000001c,00000018,00000008,00000010
699,699,0,1,1,0,0,1,00000015,000000b0,000002ab,0000001c,00000018,00000008,00000010
700,700,0,1,1,0,0,1,00000015,000000b1,000002ac,0000001c,00000018,00000008,00000010
701,701,0,1,1,0,0,1,00000015,000000b1,000002ad,0000001c,00000018,00000008,00000010
702,702,0,1,1,0,0,1,00000015,000000b1,000002ae,0000001c,00000018,00000008,00000010
703,703,0,1,1,0,0,1,00000015,000000b2,000002af,0000001c,00000018,00000008,00000010
704,704,0,1,1,0,0,1,00000015,000000b2,000002b0,0000001c,00000018,00000008,00000010
705,705,0,1,1,0,0,1,00000015,000000b2,000002b1,0000001c,00000018,00000008,00000010
706,706,0,1,1,0,0,1,00000015,000000b2,000002b2,0000001c,00000018,00000008,00000010
707,707,0,1,1,0,0,1,00000015,000000b3,000002b3,0000001c,00000018,00000008,00000010
708,708,0,1,1,0,0,1,00000015,000000b3,000002b4,0000001c,00000018,00000008,00000010
709,709,0,1,1,0,0,1,00000015,000000b3,000002b5,0000001c,00000018,00000008,00000010
710,710,0,1,1,0,0,1,00000015,000000b4,000002b6,0000001c,00000018,00000008,00000010
711,711,0,1,1,0,0,1,00000015,000000b4,000002b7,0000001c,00000018,00000008,00000010
712,712,0,1,1,0,0,1,00000015,000000b4,000002b8,0000001c,00000018,00000008,00000010
713,713,0,1,1,0,0,1,00000015,000000b4,000002b9,0000001c,00000018,00000008,00000010
714,714,0,1,1,0,0,1,00000015,000000b5,000002ba,0000001c,00000018,00000008,00000010
715,715,0,1,1,0,0,1,00000015,000000b5,000002bb,0000001c,00000018,00000008,00000010
716,716,0,1,1,0,0,1,00000015,000000b5,000002bc,0000001c,00000018,00000008,00000010
717,717,0,1,1,0,0,1,00000015,000000b6,000002bd,0000001c,00000018,00000008,00000010
718,718,0,1,1,0,0,1,00000015,000000b6,000002be,0000001c,00000018,00000008,00000010
719,719,0,1,1,0,0,1,00000015,000000b6,000002bf,0000001c,00000018,00000008,00000010
720,720,0,1,1,0,0,1,00000015,000000b6,000002c0,0000001c,00000018,00000008,00000010
721,721,0,1,1,0,0,1,00000015,000000b7,000002c1,0000001c,00000018,00000008,00000010
722,722,0,1,1,0,0,1,00000015,000000b7,000002c2,0000001c,00000018,00000008,00000010
723,723,0,1,1,0,0,1,00000015,000000b7,000002c3,0000001c,00000018,00000008,00000010
724,724,0,1,1,0,0,1,00000015,000000b8,000002c4,0000001c,00000018,00000008,00000010
725,725,0,1,1,0,0,1,00000015,000000b8,000002c5,0000001c,00000018,00000008,00000010
726,726,0,1,1,0,0,1,00000015,000000b8,000002c6,0000001c,00000018,00000008,00000010
727,727,0,1,1,0,0,1,00000015,000000b8,000002c7,0000001c,00000018,00000008,00000010
728,728,0,1,1,0,0,1,00000015,000000b9,000002c8,0000001c,00000018,00000008,00000010
729,729,0,1,1,0,0,1,00000015,000000b9,000002c9,0000001c,00000018,00000008,00000010
730,730,0,1,1,0,0,1,00000015,000000b9,000002ca,0000001c,00000018,00000008,00000010
731,731,0,1,1,0,0,1,00000015,000000ba,000002cb,0000001c,00000018,00000008,00000010
732,732,0,1,1,0,0,1,00000015,000000ba,000002cc,0000001c,00000018,00000008,00000010
733,733,0,1,1,0,0,1,00000015,000000ba,000002cd,0000001c,00000018,00000008,00000010
734,734,0,1,1,0,0,1,00000015,000000ba,000002ce,0000001c,00000018,00000008,00000010
735,735,0,1,1,0,0,1,00000015,000000bb,000002cf,0000001c,00000018,00000008,00000010
736,736,0,1,1,0,0,1,00000015,000000bb,000002d0,0000001c,00000018,00000008,00000010
737,737,0,1,1,0,0,1,00000015,000000bb,000002d1,0000001c,00000018,00000008,00000010
738,738,0,1,1,0,0,1,00000015,000000bc,000002d2,0000001c,00000018,00000008,00000010
739,739,0,1,1,0,0,1,00000015,000000bc,000002d3,0000001c,00000018,00000008,00000010
740,740,0,1,1,0,0,1,00000015,000000bc,000002d4,0000001c,00000018,00000008,00000010
741,741,0,1,1,0,0,1,00000015,000000bc,000002d5,0000001c,00000018,00000008,00000010
742,742,0,1,1,0,0,1,00000015,000000bd,000002d6,0000001c,00000018,00000008,00000010
743,743,0,1,1,0,0,1,00000015,000000bd,000002d7,0000001c,00000018,00000008,00000010
744,744,0,1,1,0,0,1,00000015,000000bd,000002d8,0000001c,00000018,00000008,00000010
745,745,0,1,1,0,0,1,00000015,000000be,000002d9,0000001c,00000018,00000008,00000010
746,746,0,1,1,0,0,1,00000015,000000be,000002da,0000001c,00000018,00000008,00000010
747,747,0,1,1,0,0,1,00000015,000000be,000002db,0000001c,00000018,00000008,00000010
748,748,0,1,1,0,0,1,00000015,000000be,000002dc,0000001c,00000018,00000008,00000010
749,749,0,1,1,0,0,1,00000015,000000bf,000002dd,0000001c,00000018,00000008,00000010
750,750,0,1,1,0,0,1,00000015,000000bf,000002de,0000001c,00000018,00000008,00000010
751,751,0,1,1,0,0,1,00000015,000000bf,000002df,0000001c,00000018,00000008,00000010
752,752,0,1,1,0,0,1,00000015,000000c0,000002e0,0000001c,00000018,00000008,00000010
753,753,0,1,1,0,0,1,00000015,000000c0,000002e1,0000001c,00000018,00000008,00000010
754,754,0,1,1,0,0,1,00000015,000000c0,000002e2,0000001c,00000018,00000008,00000010
755,755,0,1,1,0,0,1,00000015,000000c0,000002e3,0000001c,00000018,00000008,00000010
756,756,0,1,1,0,0,1,00000015,000000c1,000002e4,0000001c,00000018,00000008,00000010
757,757,0,1,1,0,0,1,00000015,000000c1,000002e5,0000001c,00000018,00000008,00000010
758,758,0,1,1,0,0,1,00000015,000000c1,000002e6,0000001c,00000018,00000008,00000010
759,759,0,1,1,0,0,1,00000015,000000c2,000002e7,0000001c,00000018,00000008,00000010
760,760,0,1,1,0,0,1,00000015,000000c2,000002e8,0000001c,00000018,00000008,00000010
761,761,0,1,1,0,0,1,00000015,000000c2,000002e9,0000001c,00000018,00000008,00000010
762,762,0,1,1,0,0,1,00000015,000000c2,000002ea,0000001c,00000018,00000008,00000010
763,763,0,1,1,0,0,1,00000015,000000c3,000002eb,0000001c,00000018,00000008,00000010
764,764,0,1,1,0,0,1,00000015,000000c3,000002ec,0000001c,00000018,00000008,00000010
765,765,0,1,1,0,0,1,00000015,000000c3,000002ed,0000001c,00000018,00000008,00000010
766,766,0,1,1,0,0,1,00000015,000000c4,000002ee,0000001c,00000018,00000008,00000010
767,767,0,1,1,0,0,1,00000015,000000c4,000002ef,0000001c,00000018,00000008,00000010
768,768,0,1,1,0,0,1,00000015,000000c4,000002f0,0000001c,00000018,00000008,00000010
769,769,0,1,1,0,0,1,00000015,000000c4,000002f1,0000001c,00000018,00000008,00000010
770,770,0,1,1,0,0,1,00000015,000000c5,000002f2,0000001c,00000018,00000008,00000010
771,771,0,1,1,0,0,1,00000015,000000c5,000002f3,0000001c,00000018,00000008,00000010
772,772,0,1,1,0,0,1,00000015,000000c5,000002f4,0000001c,00000018,00000008,00000010
773,773,0,1,1,0,0,1,00000015,000000c6,000002f5,0000001c,00000018,00000008,00000010
774,774,0,1,1,0,0,1,00000015,000000c6,000002f6,0000001c,00000018,00000008,00000010
775,775,0,1,1,0,0,1,00000015,000000c6,000002f7,0000001c,00000018,00000008,00000010
776,776,0,1,1,0,0,1,00000015,000000c6,000002f8,0000001c,00000018,00000008,00000010
777,777,0,1,1,0,0,1,00000015,000000c7,000002f9,0000001c,00000018,00000008,00000010
778,778,0,1,1,0,0,1,00000015,000000c7,000002fa,0000001c,00000018,00000008,00000010
779,779,0,1,1,0,0,1,00000015,000000c7,000002fb,0000001c,00000018,00000008,00000010
780,780,0,1,1,0,0,1,00000015,000000c8,000002fc,0000001c,00000018,00000008,00000010
781,781,0,1,1,0,0,1,00000015,000000c8,000002fd,0000001c,00000018,00000008,00000010
782,782,0,1,1,0,0,1,00000015,000000c8,000002fe,0000001c,00000018,00000008,00000010
783,783,0,1,1,0,0,1,00000015,000000c8,000002ff,0000001c,00000018,00000008,00000010
784,784,0,1,1,0,0,1,00000015,000000c9,00000300,0000001c,00000018,00000008,00000010
785,785,0,1,1,0,0,1,00000015,000000c9,00000301,0000001c,00000018,00000008,00000010
786,786,0,1,1,0,0,1,00000015,000000c9,00000302,0000001c,00000018,00000008,00000010
787,787,0,1,1,0,0,1,00000015,000000ca,00000303,0000001c,00000018,00000008,00000010
788,788,0,1,1,0,0,1,00000015,000000ca,00000304,0000001c,00000018,00000008,00000010
789,789,0,1,1,0,0,1,00000015,000000ca,00000305,0000001c,00000018,00000008,00000010
790,790,0,1,1,0,0,1,00000015,000000ca,00000306,0000001c,00000018,00000008,00000010
791,791,0,1,1,0,0,1,00000015,000000cb,00000307,0000001c,00000018,00000008,00000010
792,792,0,1,1,0,0,1,00000015,000000cb,00000308,0000001c,00000018,00000008,00000010
793,793,0,1,1,0,0,1,00000015,000000cb,00000309,0000001c,00000018,00000008,00000010
794,794,0,1,1,0,0,1,00000015,000000cc,0000030a,0000001c,00000018,00000008,00000010
795,795,0,1,1,0,0,1,00000015,000000cc,0000030b,0000001c,00000018,00000008,00000010
796,796,0,1,1,0,0,1,00000015,000000cc,0000030c,0000001c,00000018,00000008,00000010
797,797,0,1,1,0,0,1,00000015,000000cc,0000030d,0000001c,00000018,00000008,00000010
798,798,0,1,1,0,0,1,00000015,000000cd,0000030e,0000001c,00000018,00000008,00000010
799,799,0,1,1,0,0,1,00000015,000000cd,0000030f,0000001c,00000018,00000008,00000010
800,800,0,1,1,0,0,1,00000015,000000cd,00000310,0000001c,00000018,00000008,00000010
801,801,0,1,1,0,0,1,00000015,000000ce,00000311,0000001c,00000018,00000008,00000010
802,802,0,1,1,0,0,1,00000015,000000ce,00000312,0000001c,00000018,00000008,00000010
803,803,0,1,1,0,0,1,00000015,000000ce,00000313,0000001c,00000018,00000008,00000010
804,804,0,1,1,0,0,1,00000015,000000ce,00000314,0000001c,00000018,00000008,00000010
805,805,0,1,1,0,0,1,00000015,000000cf,00000315,0000001c,00000018,00000008,00000010
806,806,0,1,1,0,0,1,00000015,000000cf,00000316,0000001c,00000018,00000008,00000010
807,807,0,1,1,0,0,1,00000015,000000cf,00000317,0000001c,00000018,00000008,00000010
808,808,0,1,1,0,0,1,00000015,000000d0,00000318,0000001c,00000018,00000008,00000010
809,809,0,1,1,0,0,1,00000015,000000d0,00000319,0000001c,00000018,00000008,00000010
810,810,0,1,1,0,0,1,00000015,000000d0,0000031a,0000001c,00000018,00000008,00000010
811,811,0,1,1,0,0,1,00000015,000000d0,0000031b,0000001c,00000018,00000008,00000010
812,812,0,1,1,0,0,1,00000015,000000d1,0000031c,0000001c,00000018,00000008,00000010
813,813,0,1,1,0,0,1,00000015,000000d1,0000031d,0000001c,00000018,00000008,00000010
814,814,0,1,1,0,0,1,00000015,000000d1,0000031e,0000001c,00000018,00000008,00000010
815,815,0,1,1,0,0,1,00000015,000000d2,0000031f,0000001c,00000018,00000008,00000010
816,816,0,1,1,0,0,1,00000015,000000d2,00000320,0000001c,00000018,00000008,00000010
817,817,0,1,1,0,0,1,00000015,000000d2,00000321,0000001c,00000018,00000008,00000010
818,818,0,1,1,0,0,1,00000015,000000d2,00000322,0000001c,00000018,00000008,00000010
819,819,0,1,1,0,0,1,00000015,000000d3,00000323,0000001c,00000018,00000008,00000010
820,820,0,1,1,0,0,1,00000015,000000d3,00000324,0000001c,00000018,00000008,00000010
821,821,0,1,1,0,0,1,00000015,000000d3,00000325,0000001c,00000018,00000008,00000010
822,822,0,1,1,0,0,1,00000015,000000d4,00000326,0000001c,00000018,00000008,00000010
823,823,0,1,1,0,0,1,00000015,000000d4,00000327,0000001c,00000018,00000008,00000010
824,824,0,1,1,0,0,1,00000015,000000d4,00000328,0000001c,00000018,00000008,00000010
825,825,0,1,1,0,0,1,00000015,000000d4,00000329,0000001c,00000018,00000008,00000010
826,826,0,1,1,0,0,1,00000015,000000d5,0000032a,0000001c,00000018,00000008,00000010
827,827,0,1,1,0,0,1,00000015,000000d5,0000032b,0000001c,00000018,00000008,00000010
828,828,0,1,1,0,0,1,00000015,000000d5,0000032c,0000001c,00000018,00000008,00000010
829,829,0,1,1,0,0,1,00000015,000000d6,0000032d,0000001c,00000018,00000008,00000010
830,830,0,1,1,0,0,1,00000015,000000d6,0000032e,0000001c,00000018,00000008,00000010
831,831,0,1,1,0,0,1,00000015,000000d6,0000032f,0000001c,00000018,00000008,00000010
832,832,0,1,1,0,0,1,00000015,000000d6,00000330,0000001c,00000018,00000008,00000010
833,833,0,1,1,0,0,1,00000015,000000d7,00000331,0000001c,00000018,00000008,00000010
834,834,0,1,1,0,0,1,00000015,000000d7,00000332,0000001c,00000018,00000008,00000010
835,835,0,1,1,0,0,1,00000015,000000d7,00000333,0000001c,00000018,00000008,00000010
836,836,0,1,1,0,0,1,00000015,000000d8,00000334,0000001c,00000018,00000008,00000010
837,837,0,1,1,0,0,1,00000015,000000d8,00000335,0000001c,00000018,00000008,00000010
838,838,0,1,1,0,0,1,00000015,000000d8,00000336,0000001c,00000018,00000008,00000010
839,839,0,1,1,0,0,1,00000015,000000d8,00000337,0000001c,00000018,00000008,00000010
840,840,0,1,1,0,0,1,00000015,000000d9,00000338,0000001c,00000018,00000008,00000010
841,841,0,1,1,0,0,1,00000015,000000d9,00000339,0000001c,00000018,00000008,00000010
842,842,0,1,1,0,0,1,00000015,000000d9,0000033a,0000001c,00000018,00000008,00000010
843,843,0,1,1,0,0,1,00000015,000000da,0000033b,0000001c,00000018,00000008,00000010
844,844,0,1,1,0,0,1,00000015,000000da,0000033c,0000001c,00000018,00000008,00000010
845,845,0,1,1,0,0,1,00000015,000000da,0000033d,0000001c,00000018,00000008,00000010
846,846,0,1,1,0,0,1,00000015,000000da,0000033e,0000001c,00000018,00000008,00000010
847,847,0,1,1,0,0,1,00000015,000000db,0000033f,0000001c,00000018,00000008,00000010
848,848,0,1,1,0,0,1,00000015,000000db,00000340,0000001c,00000018,00000008,00000010
849,849,0,1,1,0,0,1,00000015,000000db,00000341,0000001c,00000018,00000008,00000010
850,850,0,1,1,0,0,1,00000015,000000dc,00000342,0000001c,00000018,00000008,00000010
851,851,0,1,1,0,0,1,00000015,000000dc,00000343,0000001c,00000018,00000008,00000010
852,852,0,1,1,0,0,1,00000015,000000dc,00000344,0000001c,00000018,00000008,00000010
853,853,0,1,1,0,0,1,00000015,000000dc,00000345,0000001c,00000018,00000008,00000010
854,854,0,1,1,0,0,1,00000015,000000dd,00000346,0000001c,00000018,00000008,00000010
855,855,0,1,1,0,0,1,00000015,000000dd,00000347,0000001c,00000018,00000008,00000010
856,856,0,1,1,0,0,1,00000015,000000dd,00000348,0000001c,00000018,00000008,00000010
857,857,0,1,1,0,0,1,00000015,000000de,00000349,0000001c,00000018,00000008,00000010
858,858,0,1,1,0,0,1,00000015,000000de,0000034a,0000001c,00000018,00000008,00000010
859,859,0,1,1,0,0,1,00000015,000000de,0000034b,0000001c,00000018,00000008,00000010
860,860,0,1,1,0,0,1,00000015,000000de,0000034c,0000001c,00000018,00000008,00000010
861,861,0,1,1,0,0,1,00000015,000000df,0000034d,0000001c,00000018,00000008,00000010
862,862,0,1,1,0,0,1,00000015,000000df,0000034e,0000001c,00000018,00000008,00000010
863,863,0,1,1,0,0,1,00000015,000000df,0000034f,0000001c,00000018,00000008,00000010
864,864,0,1,1,0,0,1,00000015,000000e0,00000350,0000001c,00000018,00000008,00000010
865,865,0,1,1,0,0,1,00000015,000000e0,00000351,0000001c,00000018,00000008,00000010
866,866,0,1,1,0,0,1,00000015,000000e0,00000352,0000001c,00000018,00000008,00000010
867,867,0,1,1,0,0,1,00000015,000000e0,00000353,0000001c,00000018,00000008,00000010
868,868,0,1,1,0,0,1,00000015,000000e1,00000354,0000001c,00000018,00000008,00000010
869,869,0,1,1,0,0,1,00000015,000000e1,00000355,0000001c,00000018,00000008,00000010
870,870,0,1,1,0,0,1,00000015,000000e1,00000356,0000001c,00000018,00000008,00000010
871,871,0,1,1,0,0,1,00000015,000000e2,00000357,0000001c,00000018,00000008,00000010
